Shareholder - Name	Issuer - Name	Security - Type	Security - Report Date	Security - Market Value	Data Source URL
AP3	SKANDINAVISKA ENSKILDA BANKEN AB	Mortgages & Agencies	2025-08-26	259,462	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	2025-08-26	114,476	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	2025-08-26	246,823	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	2025-08-26	333,929	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	2025-08-26	442,439	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	2025-08-26	449,933	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	2025-08-26	665,387	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	2025-08-26	746,891	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	2025-08-26	1,050,132	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	2025-08-26	1,362,117	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	SWEDBANK AB	Mortgages & Agencies	2025-08-26	49,806	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	SWEDBANK AB	Mortgages & Agencies	2025-08-26	324,112	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	SWEDISH COVERED BOND CORP	Mortgages & Agencies	2025-08-26	343,387	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	SWEDISH COVERED BOND CORP	Mortgages & Agencies	2025-08-26	325,747	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
