Shareholder - Name	Issuer - Name	Security - Report Date	Security - Type	Data Source URL
AMF Pension	Oracle	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Parker Hannifin Corp	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Progressive	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Prologis	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Public Service Enterprise	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Rollins	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Royal Caribbean Cruises	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Salesforce	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Sempra Energy	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Shopify	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	SLB Limited	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Sprouts Farmers Market	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Stryker	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Trane Technologies	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Travelers Cos	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Ulta Beaty	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Valero Energy	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Verizon Communication	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Vertex Pharmaceuticals	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Visa	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Western Digital	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Willis Towers Watson	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Yum Brands	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	A.P. Moller - Maersk	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	ABN Amro Bank	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Adobe	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Agl Energy Limited	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	AirServices Australia	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Alfa Laval	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Allianz	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	American Express Company	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
