Shareholder - Name	Issuer - Name	Security - Report Date	Security - Market Value - Amount	Security - Market Value - Multiplier	Security - Market Value - Currency Code	Stock - Percent Ownership	Data Source URL
BPL Pension	DNO International ASA	2024-06-04	785	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DNOW Inc	2024-06-04	857	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	DO & CO AG	2024-06-04	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Docebo Inc	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DocGo Inc	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 10DocMorris AG	2024-06-04	35	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DocuSign Inc	2024-06-04	1.951	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	DOF Group ASA	2024-06-04	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dolby Laboratories Inc	2024-06-04	186	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dollar General Corp	2024-06-04	8.609	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dollar Tree Inc	2024-06-04	5.987	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dollarama Inc	2024-06-04	3.471	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Domain Holdings Australia Ltd	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dometic Group AB	2024-06-04	113	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Domo Inc	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Don Quijote Co Ltd	2024-06-04	2.160	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Donaldson Co Inc	2024-06-04	276	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Donegal Mutual Insurance Co	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Donnelley Financial Solutions	2024-06-04	74	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DoorDash Inc	2024-06-04	941	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dorma+Kaba Holding AG	2024-06-04	55	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dorman Products Inc	2024-06-04	68	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Doshisha Co Ltd	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dottikon Es Holding AG	2024-06-04	22	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DoubleVerify Holdings Inc	2024-06-04	127	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Douglas Dynamics Inc	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Douglas Emmett Inc	2024-06-04	79	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Doutor Nichires Holdings Co Lt	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dover Corp	2024-06-04	4.100	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dow Inc	2024-06-04	1.319	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dowa Holdings Co Ltd	2024-06-04	179	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dowlais Group PLC	2024-06-04	107	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Downer Edi Ltd	2024-06-04	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Doximity Inc	2024-06-04	102	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dr. Martens Plc	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Draegerwerk AG & Co KGaA	2024-06-04	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Draper Esprit PLC	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Drax Group PLC	2024-06-04	2.429	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dream Finders Homes Inc	2024-06-04	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dream Industrial Real Estate I	2024-06-04	63	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dream Unlimited Corp	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dril-Quip Inc	2024-06-04	40	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Driven Brands Holdings Inc	2024-06-04	52	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DS Smith PLC	2024-06-04	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DSM-Firmenich AG	2024-06-04	1.436	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	DSV A/S	2024-06-04	4.490	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	DT Midstream Inc	2024-06-04	765	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DTS Corporation	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Duckhorn Portfolio Inc/The	2024-06-04	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ducommun Inc	2024-06-04	52	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Duerr AG	2024-06-04	45	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dun & Bradstreet Holdings Inc	2024-06-04	106	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dundee Precious Metals Inc	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dunelm Group PLC	2024-06-04	37	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Duolingo Inc	2024-06-04	212	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DuPont de Nemours Inc	2024-06-04	5.606	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Duskin Co Ltd	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dustin Group AB	2024-06-04	874	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dutch Bros Inc	2024-06-04	55	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DXC Technology Co	2024-06-04	3.998	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	DXP Enterprises Inc	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dycom Industries Inc	2024-06-04	133	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dydo Drinco Inc	2024-06-04	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dye & Durham Ltd	2024-06-04	23	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dynamic Materials Corp	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dynavax Technologies Corp	2024-06-04	1.947	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dyne Therapeutics Inc	2024-06-04	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dynex Capital Inc	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	E2open Parent Holdings Inc	2024-06-04	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eagle Bancorp Inc	2024-06-04	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	East Japan Railway Co	2024-06-04	1.806	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	East West Bancorp Inc	2024-06-04	5.814	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Easterly Government Properties	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eastern Bankshares Inc	2024-06-04	78	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EastGroup Properties Inc	2024-06-04	267	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ebara Corporation	2024-06-04	6.041	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	eBay Inc	2024-06-04	6.500	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ebos Group Ltd	2024-06-04	2.268	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	EC Healthcare	2024-06-04	3	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eckert & Ziegler AG	2024-06-04	29	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ECN Capital Corp	2024-06-04	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ecolab Inc	2024-06-04	2.434	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Edgewell Personal Care Co	2024-06-04	2.367	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	EDION Corp	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Edison International	2024-06-04	5.010	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Editas Medicine Inc	2024-06-04	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	eDreams ODIGEO SA	2024-06-04	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Education Realty Trust Inc	2024-06-04	114	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Edwards Lifesciences Corp	2024-06-04	4.411	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	EFG Financial Products Holding	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EFG International AG	2024-06-04	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	eGuarantee Inc	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eiken Chemical Co Ltd	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Einhell Germany AG	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eisai Co	2024-06-04	1.748	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eizo Nanao Corp	2024-06-04	29	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	El Paso Electric Co	2024-06-04	66	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	El.En. SpA	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elan Corp	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elanco Animal Health Inc	2024-06-04	1.062	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elastic NV	2024-06-04	273	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elco Ltd	2024-06-04	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elders Ltd	2024-06-04	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eldorado Gold Corp	2024-06-04	72	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elecom Co Ltd	2024-06-04	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Electra Consumer Products 1970	2024-06-04	4	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Electra Real Estate Ltd	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Electrolux AB	2024-06-04	61	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Electrolux Professional AB	2024-06-04	39	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Electronic Arts Inc	2024-06-04	12.493	x1_000	EUR	0,08%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elekta AB	2024-06-04	2.869	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Element Fleet Management Corp	2024-06-04	4.419	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Element Solutions Inc	2024-06-04	298	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elevance Health Inc	2024-06-04	14.448	x1_000	EUR	0,09%	https://www.bplpensioen.nl/beleggen
BPL Pension	elf Beauty Inc	2024-06-04	5.327	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eli Lilly & Co	2024-06-04	34.567	x1_000	EUR	0,21%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elia System Operator SA/NV	2024-06-04	213	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elior SCA	2024-06-04	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ELISA OYJ	2024-06-04	3.128	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ellington Financial Inc	2024-06-04	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elmos Semiconductor AG	2024-06-04	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ElringKlinger AG	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EM SYSTEMS CO LTD	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Embecta Corp	2024-06-04	43	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 11Embracer Group AB	2024-06-04	2.105	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Emcor Group Inc	2024-06-04	4.826	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Emmi AG	2024-06-04	67	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Empire State Realty Trust Inc	2024-06-04	54	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Empiric Student Property PLC	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Employers Holdings Inc	2024-06-04	47	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enact Holdings Inc	2024-06-04	1.441	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enagas	2024-06-04	1.340	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Encavis AG	2024-06-04	108	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ence Energia y Celulosa S.A	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Encore Capital Group Inc	2024-06-04	51	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Encore Wire Corp	2024-06-04	142	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Endeavour Group Ltd/Australia	2024-06-04	951	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Endeavour Silver Corp	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Endesa SA	2024-06-04	407	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enel SpA	2024-06-04	1.379	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Energean Oil & Gas PLC	2024-06-04	97	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Energiekontor AG	2024-06-04	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Energix-Renewable Energies Ltd	2024-06-04	123	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Energizer Holdings Inc	2024-06-04	2.630	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Energy Fuels Inc/Canada	2024-06-04	75	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Energy Recovery Inc	2024-06-04	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enerpac Tool Group Corp	2024-06-04	59	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enerplus Corp	2024-06-04	774	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EnerSys	2024-06-04	53	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enfusion Inc	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EngageSmart Inc	2024-06-04	79	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Engcon AB	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enghouse Systems Ltd	2024-06-04	954	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Engie	2024-06-04	1.338	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enhabit Inc	2024-06-04	23	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eni SpA	2024-06-04	2.094	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	en-japan Inc	2024-06-04	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enlight Renewable Energy Ltd	2024-06-04	123	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enliven Therapeutics Inc	2024-06-04	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ennis Inc	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enova International Inc	2024-06-04	60	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enovix Corp	2024-06-04	51	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enpro Inc	2024-06-04	114	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ensign Group Inc/The	2024-06-04	5.280	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enstar Group Ltd	2024-06-04	134	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enterprise Financial Services	2024-06-04	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Entra ASA	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Entravision Communications Cor	2024-06-04	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Envestnet Inc	2024-06-04	90	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enviri Corp	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Envista Holdings Corp	2024-06-04	1.076	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enviva Inc	2024-06-04	3	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EOG Resources Inc	2024-06-04	18.341	x1_000	EUR	0,11%	https://www.bplpensioen.nl/beleggen
BPL Pension	EON AG	2024-06-04	32.904	x1_000	EUR	0,20%	https://www.bplpensioen.nl/beleggen
BPL Pension	EPAM Systems Inc	2024-06-04	1.138	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Epiroc AB	2024-06-04	1.416	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	ePlus Inc	2024-06-04	94	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EPR Properties	2024-06-04	124	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eqt Corp	2024-06-04	1.939	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	EQT Partners AB	2024-06-04	591	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equasens	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equinix Inc	2024-06-04	1.663	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equinor ASA	2024-06-04	9.623	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equinox Gold Corp	2024-06-04	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equitable Group Inc	2024-06-04	34	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equital Ltd	2024-06-04	50	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equitrans Midstream Corp	2024-06-04	147	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equity Bancshares Inc	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equity Commonwealth	2024-06-04	85	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equity Lifestyle Properties In	2024-06-04	2.982	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equity Residential	2024-06-04	7.159	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Erasca Inc	2024-06-04	3	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ERG SpA	2024-06-04	50	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Erich Sixt Vermogensverwaltung	2024-06-04	79	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ERO Copper Corp	2024-06-04	95	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Erste Bank der Oestereichische Sparkassen	2024-06-04	316	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Esab Corp	2024-06-04	142	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ESCO Technologies Inc	2024-06-04	85	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ES-CON JAPAN LTD	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Esker SA	2024-06-04	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ESR REIT	2024-06-04	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Essent Group Ltd	2024-06-04	1.774	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Essential Properties Realty Tr	2024-06-04	85	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Essex Portfolio LP	2024-06-04	5.779	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	EssilorLuxottica	2024-06-04	630	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Establishment Labs Holdings In	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Estee Lauder Cos Inc / The	2024-06-04	3.848	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Etablis Maurel et Prom	2024-06-04	34	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ethan Allen Interiors Inc	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Etsy Inc	2024-06-04	1.200	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Euglena Co Ltd	2024-06-04	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eurazeo	2024-06-04	3.867	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Euroapi SASU	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eurocommercial Properties NV	2024-06-04	34	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eurogroup Laminations SpA	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	European Wax Center Inc	2024-06-04	7	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Europris ASA	2024-06-04	40	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eutelsat Communications	2024-06-04	37	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Event Hospitality and Entertainment	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eventbrite Inc	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Everbridge Inc	2024-06-04	31	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Evercore Partners Inc	2024-06-04	241	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Everest Group Ltd	2024-06-04	2.183	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Everi Holdings Inc	2024-06-04	826	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eversource Energy	2024-06-04	9.988	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	EVERTEC Inc	2024-06-04	92	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Evertz Technologies Ltd	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Evolable Asia Corp	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Evolent Health Inc	2024-06-04	110	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Evolus Inc	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
