Shareholder - Name	Issuer - Name	Security - Report Date	Security - Market Value - Amount	Security - Market Value - Multiplier	Security - Market Value - Currency Code	Stock - Percent Ownership	Data Source URL
BPL Pension	Charter Hall Retail REIT	2024-06-04	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Charter Hall Social Infrastructure REIT	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 7Chatham Lodging Trust	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Check Point Software Technolog	2024-06-04	11.588	x1_000	EUR	0,07%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cheesecake Factory Inc / The	2024-06-04	1.496	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chegg Inc	2024-06-04	54	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chemed Corp	2024-06-04	319	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chemometec A/S	2024-06-04	30	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chemring Group PLC	2024-06-04	60	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cheniere Energy Inc	2024-06-04	281	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chesapeake Utilities Corp	2024-06-04	48	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chevron Corp	2024-06-04	42.537	x1_000	EUR	0,26%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chewy Inc	2024-06-04	80	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chiba Bank Ltd	2024-06-04	401	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chipotle Mexican Grill Inc	2024-06-04	6.960	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chiyoda Corp	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chofu Seisakusho Co Ltd	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Choice Hotels Intl Inc	2024-06-04	157	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chord Energy Corp	2024-06-04	147	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chow Sang Sang Holdings Intern	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CHS/COMMUNITY HEALTH SYS	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chubb Corporation	2024-06-04	15.197	x1_000	EUR	0,09%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chubu Electric Power Co Inc	2024-06-04	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chudenko Corp	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chugin Financial Group Inc	2024-06-04	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chugoku Marine Paints Ltd	2024-06-04	66	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chuo Mitsui Trust & Banking Co. Ltd.	2024-06-04	622	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Church & Dwight Co Inc	2024-06-04	9.092	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	CHURCHILL DOWNS INC	2024-06-04	319	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ci Financial Corp	2024-06-04	62	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ciba Special Chem Fin Lux	2024-06-04	2.465	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cibus Nordic Real Estate AB	2024-06-04	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cie Automotive SA	2024-06-04	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cie des Alpes	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cie Financiere Richemont SA	2024-06-04	816	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ciena Corp	2024-06-04	230	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cigna Corp	2024-06-04	21.949	x1_000	EUR	0,14%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cim Asset Management Ltd.	2024-06-04	39	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cimpress PLC	2024-06-04	51	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cincinnati Finl Corp	2024-06-04	3.064	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cinemark Holdings Inc	2024-06-04	2.129	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cineplex Inc	2024-06-04	861	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cintas Corporation No. 2	2024-06-04	10.739	x1_000	EUR	0,07%	https://www.bplpensioen.nl/beleggen
BPL Pension	CIR-Compagnie Industriali Riun	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cirrus Logic Inc	2024-06-04	180	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cisco Systems Inc	2024-06-04	18.790	x1_000	EUR	0,12%	https://www.bplpensioen.nl/beleggen
BPL Pension	Citic Telecom International Ho	2024-06-04	38	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Citigroup Inc	2024-06-04	18.633	x1_000	EUR	0,11%	https://www.bplpensioen.nl/beleggen
BPL Pension	Citizen Watch Co Ltd	2024-06-04	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	City Developments Ltd	2024-06-04	1.104	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	City Holding Co	2024-06-04	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	City of Rome	2024-06-04	23	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CITYCHAMP	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Citycon OYJ	2024-06-04	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Civitas Resources Inc	2024-06-04	63	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CK Asset Holdings Ltd	2024-06-04	3.670	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	CK Hutchison Holdings Ltd	2024-06-04	3.874	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	CK Life Sciences International	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CKD Corp	2024-06-04	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clal Insurance Enterprises Hol	2024-06-04	51	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clariane SE	2024-06-04	6	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clarivate PLC	2024-06-04	92	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clarkson PLC	2024-06-04	60	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Claros Mortgage Trust Inc	2024-06-04	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clas Ohlson AB	2024-06-04	34	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clayton Dubilier & Rice LLC	2024-06-04	4.750	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clean Energy Fuels Corp	2024-06-04	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clean Harbors Inc	2024-06-04	142	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cleanaway Waste Management Ltd	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cleanspark Inc	2024-06-04	48	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clear Channel Outdoor Holdings	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clear Secure Inc	2024-06-04	35	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clearfield Inc	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clearwater Analytics Holdings	2024-06-04	51	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clearway Energy Inc	2024-06-04	258	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clinuvel Pharmaceuticals Ltd	2024-06-04	23	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cloetta AB	2024-06-04	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clorox Company	2024-06-04	5.932	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Close Brothers Group PLC	2024-06-04	47	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Clover Health Investments Corp	2024-06-04	6	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CLS Holdings PLC	2024-06-04	6	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cme Group Inc	2024-06-04	3.989	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	C-Mer Eye Care Holdings Ltd	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CNX Resources Corp	2024-06-04	80	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coats Group PLC	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coca-Cola Bottling Co Consolid	2024-06-04	169	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coca-Cola Co	2024-06-04	11.991	x1_000	EUR	0,07%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coca-Cola European Partners PL	2024-06-04	701	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coca-Cola HBC AG	2024-06-04	411	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coca-Cola West Co Ltd	2024-06-04	47	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cochlear Ltd	2024-06-04	1.731	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Codan Ltd/Australia	2024-06-04	37	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	COFINIMMO	2024-06-04	152	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	COGECO CABLE INC	2024-06-04	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cogent Biosciences Inc	2024-06-04	5	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cogent Communications Holdings	2024-06-04	104	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cognex Corp	2024-06-04	226	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cognizant Technology Solutions	2024-06-04	25.092	x1_000	EUR	0,15%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cohen & Steers Inc	2024-06-04	55	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coherent Inc	2024-06-04	199	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coherus Biosciences Inc	2024-06-04	4	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cohu Inc	2024-06-04	64	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coles Group Ltd	2024-06-04	2.989	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Colgate-Palmolive Co	2024-06-04	20.916	x1_000	EUR	0,13%	https://www.bplpensioen.nl/beleggen
BPL Pension	Collegium Pharmaceutical Inc	2024-06-04	56	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Colliers International Group I	2024-06-04	127	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Collins Foods Ltd	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coloplast A/S	2024-06-04	2.454	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Colowide Co Ltd	2024-06-04	30	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Colruyt SA	2024-06-04	106	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coltene Holding AG	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Columbia Financial Inc	2024-06-04	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Columbia Sportswear Co	2024-06-04	90	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Columbus McKinnon Corp/NY	2024-06-04	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	COMBA	2024-06-04	7	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Comcast Cable Comm Hldgs	2024-06-04	25.750	x1_000	EUR	0,16%	https://www.bplpensioen.nl/beleggen
BPL Pension	Comet Holding AG	2024-06-04	54	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Comforia Residential REIT Inc	2024-06-04	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Comfort Systems USA Inc	2024-06-04	5.415	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 8Comfortdelgro Corp Ltd	2024-06-04	489	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Commerce Bancshares Inc/Kansas	2024-06-04	202	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Commercial Metals Co	2024-06-04	132	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	COMMERZBANK AG	2024-06-04	1.985	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Commonwealth Bank Australia	2024-06-04	2.933	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Community Bank System Inc	2024-06-04	57	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Community Healthcare Trust Inc	2024-06-04	7	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Community Trust Bancorp Inc	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CommVault Systems Inc	2024-06-04	116	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Compagnie de Saint-Gobain S.A.	2024-06-04	1.914	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Compass Diversified Holdings	2024-06-04	102	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Compass Group PLC	2024-06-04	639	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Compass Inc	2024-06-04	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Compass Minerals International	2024-06-04	39	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CompuGroup Medical SE & Co Kga	2024-06-04	29	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Computacenter PLC	2024-06-04	92	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Computershare Ltd.	2024-06-04	330	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Comstock Resources Inc	2024-06-04	49	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Comsys Holdings Corp	2024-06-04	521	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Comture Corp	2024-06-04	7	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Concentrix Corp	2024-06-04	988	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Concordia Financial Group Ltd	2024-06-04	385	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Conduent Inc	2024-06-04	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CONMED Corp	2024-06-04	120	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ConnectOne Bancorp Inc	2024-06-04	23	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Conseco Inc	2024-06-04	176	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Consensus Cloud Solutions Inc	2024-06-04	679	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Consolidated Communications Ho	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Consolidated Edison Inc	2024-06-04	13.189	x1_000	EUR	0,08%	https://www.bplpensioen.nl/beleggen
BPL Pension	CONSTELLATION BRANDS INC	2024-06-04	3.935	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Constellation Software Inc/Can	2024-06-04	2.364	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Construcciones y Auxiliar de F	2024-06-04	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Construction Partners Inc	2024-06-04	48	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Contact Energy Ltd	2024-06-04	774	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Continental AG	2024-06-04	2.189	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Contura Energy Inc	2024-06-04	440	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ConvaTec Group PLC	2024-06-04	2.319	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Converge Technology Solutions	2024-06-04	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cooper Cos Inc / The	2024-06-04	1.121	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coor Service Management Holdin	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Copart Inc	2024-06-04	3.278	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Corbion NV	2024-06-04	52	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Corcept Therapeutics Inc	2024-06-04	109	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Core & Main Inc	2024-06-04	144	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Core Laboratories Inc	2024-06-04	50	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Core Lithium Ltd	2024-06-04	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CoreCivic Inc	2024-06-04	1.435	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Corem Property Group AB	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Corning Inc	2024-06-04	4.004	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Corporate Travel Management Ltd.	2024-06-04	50	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Corsair Gaming Inc	2024-06-04	43	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Corteva Inc	2024-06-04	7.543	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	Corticeira Amorim SGPS SA	2024-06-04	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CorVel Corp	2024-06-04	90	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	COSMO Pharmaceuticals NV	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cosmos Pharmaceutical Corp	2024-06-04	94	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Costa Group Holdings Ltd	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CoStar Group Inc	2024-06-04	1.226	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Costco Wholesale Corp	2024-06-04	93.625	x1_000	EUR	0,58%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coty Inc	2024-06-04	161	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Couchbase Inc	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Coursera Inc	2024-06-04	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cousins Properties Inc	2024-06-04	115	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Covenant Logistics Group Inc	2024-06-04	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cover Corp	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cowell e Holdings Inc	2024-06-04	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CRA International Inc	2024-06-04	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cracker Barrel Old Country	2024-06-04	49	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Crane Holdings Co	2024-06-04	224	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Craneware PLC	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cranswick PLC	2024-06-04	64	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Crayon Group Holding ASA	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CRE Logistics REIT Inc	2024-06-04	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Creades AB	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Create Restaurants Holdings Inc	2024-06-04	37	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CREATE SD HOLDINGS Co Ltd	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Credit Acceptance Corp	2024-06-04	126	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CREDIT AGRICOLE SA	2024-06-04	5.349	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Credit Corp Group Ltd	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Credit Saison Co Ltd	2024-06-04	127	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Credito Emiliano SpA	2024-06-04	1.844	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Credo Technology Group Holding	2024-06-04	63	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Crescent Energy Inc	2024-06-04	23	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Crescent Point Energy Corp	2024-06-04	1.337	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Crest Nicholson Holdings plc	2024-06-04	1.215	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Crew Energy Inc	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cricut Inc	2024-06-04	6	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Crinetics Pharmaceuticals Inc	2024-06-04	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CRISPR Therapeutics AG	2024-06-04	146	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Crocs Inc	2024-06-04	1.652	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Croda International PLC	2024-06-04	1.286	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Crombie Real Estate Investment	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cromwell European Real Estate	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cromwell Property Group	2024-06-04	966	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cronos Group Inc	2024-06-04	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cross Country Healthcare Inc	2024-06-04	35	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CrossFirst Bankshares Inc	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CROWN CASTLE INTL CORP	2024-06-04	630	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CryoPort Inc	2024-06-04	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
