Shareholder	Issuer - Name	Security - Type	Security - Report Date	Security - Market Value - Amount	Security - Market Value - Multiplier	Security - Market Value - Currency Code	Stock - Percent Ownership	Data Source URL
Pensioenfonds Zorg & Welzjin	Onex Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Onex Partners	Fonds	2025-12-31	150	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	PAG	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	PAG	Fonds	2025-12-31	100	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	PAG	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	PAI Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	PAI Partners	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Paine Schwartz Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Paine Schwartz Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Palamon	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Palamon	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Parcom Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Parcom Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Exponent Private Equity Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Patient Square Equity  Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Cinven	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Permira	Fonds	2025-12-31	150	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Permira	Fonds	2025-12-31	150	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Platinum Equity	Fonds	2025-12-31	250	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Platinum Equity	Fonds	2025-12-31	200	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	New Mountain Capital Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Cinven	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	CapVis Equity Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.25	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Portobello Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Portobello Capital	Fonds	2025-12-31	100	x1_000_000	EUR	0.4	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Portobello Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Portobello Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Portobello Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Bain Capital	Co-Investering	2025-12-31	50	x1_000_000	EUR	1.0	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Thoma Bravo	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Thoma Bravo	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Thoma Bravo	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	EQT Group	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Pollen Street Capital	Co-Investering	2025-12-31	100	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Pollen Street Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Pollen Street Capital	Fonds	2025-12-31	100	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Pollen Street Capital	Co-Investering	2025-12-31	150	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Pollen Street Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Paine Schwartz Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Clearlake	Co-Investering	2025-12-31	100	x1_000_000	EUR	1.0	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Insight Venture Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Ridgemont Equity Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Investindustrial Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.3	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Clayton, Dubilier & Rice, Inc.	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Gilde Healthcare Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.2	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	GHO Capital Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.35	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Cinven	Fonds	2025-12-31	300	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Exponent Private Equity Partners	Co-Investering	2025-12-31	100	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	K1 Capital	Fonds	2025-12-31	50	x1_000_000	EUR	1.0	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Silver Lake	Fonds	2025-12-31	200	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Silver Lake	Fonds	2025-12-31	200	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Silver Lake	Fonds	2025-12-31	450	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Silver Lake	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Cinven	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Silver Lake	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Silver Lake	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.3	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Silver Lake	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Adelis Equity Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.4	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Robeco Institutional Asset Management	Fund of Funds	2025-12-31	50	x1_000_000	EUR	0.2	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Carlyle Group	Co-Investering	2025-12-31	250	x1_000_000	EUR	0.25	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Carlyle Group	Co-Investering	2025-12-31	200	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Oakley Capital	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.25	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Ardian	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.6	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Summa Equity AB	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Summit Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Summit Partners	Fonds	2025-12-31	100	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Summit Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Francisco Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Madison Dearborn	Co-Investering	2025-12-31	100	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	TDR Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	TDR Capital	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	TDR Capital	Fonds	2025-12-31	150	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	TDR Capital	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Arlington Capital	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Clayton, Dubilier & Rice, Inc.	Fonds	2025-12-31	150	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	The Jordan Company	Fonds	2025-12-31	200	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	The Jordan Company	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Veritas Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Veritas Capital	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Veritas Capital	Fonds	2025-12-31	200	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Veritas Capital	Fonds	2025-12-31	150	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Thoma Bravo	Fonds	2025-12-31	150	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Thoma Bravo	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Triton	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Triton	Fonds	2025-12-31	150	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Turkven Private Equity	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Turkven Private Equity	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Francisco Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	1.0	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	VentureEast	Fonds	2025-12-31	50	x1_000_000	EUR	0.5	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Platinum Equity	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hg Capital	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Victoria Capital Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Vinci Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Vitruvian Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Vitruvian Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Clearlake	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	EQT Group	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hellman & Friedman, LLC	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	3i		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	AAC Capital		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Accent Equity Partners		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Accuitive Medical Ventures		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	ACT		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Actis		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Advent International		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Advent Private Capital		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Aisling Capital LLC		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Alloy Ventures		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Alpha Group		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Altor Capital Partners		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Amadeus Capital Partners		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	American Securities Capital Partners		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Ampersand		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Anchor Equity Partners		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Angeleno Group		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Angelo Gordon		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Apax Partners		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Apollo		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	ARCH Venture Partners		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Archer		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Ardian		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Ares Management		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Arlington Capital Partners		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	AsiaVest Partners		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Astorg		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Astrea		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Aterian Investment Partners		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Atlas Ventures		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	AUA Private Equity Partners		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Audax Group		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Avalon Ventures		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Bain Capital		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Bansk Group		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Banyan Capital		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Baring Vostok		2025-12-31		x1_000_000	EUR		https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
