Shareholder - Name	Issuer - Name	Security - Type	Security - ISIN	Security - Report Date	Security - Market Value	Security - Market Value - Currency Code	Bond - Maturity Date	Data Source URL
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CBF77	2025-08-26	653,278	USD	1/15/2031	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US9128285W63	2025-08-26	658,270	USD	1/15/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828Z377	2025-08-26	673,247	USD	1/15/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US9128287D64	2025-08-26	689,472	USD	7/15/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CGK18	2025-08-26	690,240	USD	1/15/2033	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828ZZ63	2025-08-26	728,512	USD	7/15/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828Z781	2025-08-26	740,190	USD	1/31/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CEF41	2025-08-26	750,932	USD	3/31/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CHC82	2025-08-26	775,698	USD	5/15/2033	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CLE92	2025-08-26	786,812	USD	7/15/2034	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CMK44	2025-08-26	794,424	USD	1/31/2032	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CML27	2025-08-26	795,253	USD	1/15/2035	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CEJ62	2025-08-26	795,327	USD	4/15/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912810FH69	2025-08-26	818,188	USD	4/15/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912810PZ57	2025-08-26	823,906	USD	1/15/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CCM10	2025-08-26	840,247	USD	7/15/2031	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828Z948	2025-08-26	867,797	USD	2/15/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US9128286T26	2025-08-26	909,470	USD	5/15/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US9128283F58	2025-08-26	924,321	USD	11/15/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US9128282R06	2025-08-26	932,505	USD	8/15/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828Y958	2025-08-26	939,348	USD	7/31/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828YU85	2025-08-26	1,017,845	USD	11/30/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US9128284N73	2025-08-26	1,122,339	USD	5/15/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US9128285M81	2025-08-26	1,126,858	USD	11/15/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	9	2025-08-26	97,617	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	XS2900296869	2025-08-26	150,485	SEK	9/12/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	XS1955173981	2025-08-26	189,996	SEK	11/12/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	3	2025-08-26	192,453	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	XS2556264427	2025-08-26	207,987	SEK	11/17/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	XS2293578592	2025-08-26	279,939	SEK	1/29/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	XS2916988913	2025-08-26	288,064	SEK	10/10/2034	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	4	2025-08-26	406,941	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	US459058LQ48	2025-08-26	382,245	USD	1/15/2032	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	XS2489604004	2025-08-26	437,314	USD	6/17/2032	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	US459058KQ56	2025-08-26	464,926	USD	2/14/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	XS2900264586	2025-08-26	567,980	USD	9/12/2031	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	US45905U6L39	2025-08-26	571,007	USD	11/20/2025	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	US459058KL69	2025-08-26	573,464	USD	9/21/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	11	2025-08-26	594,709	USD		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	DNB BANK ASA	Mortgages & Agencies	XS2748852469	2025-08-26	205,456	SEK	1/18/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	LANDSHYPOTEK EK FOR	Mortgages & Agencies	SE0011870021	2025-08-26	89,814	SEK	11/18/2025	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	LANDSHYPOTEK EK FOR	Mortgages & Agencies	2	2025-08-26	146,416	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	LANDSHYPOTEK EK FOR	Mortgages & Agencies	SE0013360237	2025-08-26	178,025	SEK	3/18/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDEA BANK ABP	Mortgages & Agencies	SE0013358413	2025-08-26	40,226	SEK	9/17/2025	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDEA BANK ABP	Mortgages & Agencies	SE0013360856	2025-08-26	119,516	SEK	11/25/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDEA BANK ABP	Mortgages & Agencies	SE0013361284	2025-08-26	160,170	SEK	10/26/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDEA BANK ABP	Mortgages & Agencies	SE0013360864	2025-08-26	266,509	SEK	9/20/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDEA BANK ABP	Mortgages & Agencies	SE0013361177	2025-08-26	280,938	SEK	10/27/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDEA BANK ABP	Mortgages & Agencies	SE0013358447	2025-08-26	490,302	SEK	6/16/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	SKANDINAVISKA ENSKILDA BANKEN AB	Mortgages & Agencies	SE0023440151	2025-08-26	124,352	SEK	12/17/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	SKANDINAVISKA ENSKILDA BANKEN AB	Mortgages & Agencies	SE0013102043	2025-08-26	98,158	SEK	12/16/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	SKANDINAVISKA ENSKILDA BANKEN AB	Mortgages & Agencies	12	2025-08-26	259,462	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	SE0013884251	2025-08-26	114,476	SEK	6/20/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	6	2025-08-26	246,823	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	2	2025-08-26	333,929	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	SE0013885696	2025-08-26	442,439	SEK	5/23/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	7	2025-08-26	449,933	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	12	2025-08-26	665,387	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	5	2025-08-26	746,891	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	9	2025-08-26	1,050,132	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	STADSHYPOTEK AB	Mortgages & Agencies	3	2025-08-26	1,362,117	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	SWEDBANK AB	Mortgages & Agencies	SE0015244991	2025-08-26	49,806	SEK	3/18/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	SWEDBANK AB	Mortgages & Agencies	XS2909661089	2025-08-26	324,112	SEK	9/27/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	SWEDISH COVERED BOND CORP	Mortgages & Agencies	XS2987657488	2025-08-26	343,387	SEK	2/12/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	SWEDISH COVERED BOND CORP	Mortgages & Agencies	SE0013486156	2025-08-26	325,747	SEK	6/12/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	AMUNDI PLANET - EMERGING GREEN ONE	FUND FI		2025-08-26	488,176	USD		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
